service_id,nom,description,type,university_id,date_creation
698,Génie Industriel,"Formation en conception, fabrication et maintenance de machines",License,34,1990-07-03
699,Architecture,"Formation en conception, installation et maintenance de réseaux de télécommunication",Doctorat,46,2001-12-14
700,Ingénierie Environnementale,Formation en conception et gestion d'espaces architecturaux et urbains,Master,81,1984-12-07
701,Ingénierie des Systèmes,Formation sur la gestion et l'amélioration des processus industriels,Cycle ingénieur,25,2011-05-29
702,Ingénierie des Systèmes,Formation en conception et gestion de structures civiles,Doctorat,77,2016-06-09
703,Électronique,Formation en conception et gestion d'espaces architecturaux et urbains,License,39,1990-01-26
704,Génie Civil,Formation sur la gestion des systèmes d'information et leur optimisation,Master,15,2001-03-29
705,Mécanique,Formation sur la gestion et l'amélioration des processus industriels,Cycle ingénieur,95,2022-06-10
706,Électronique,"Formation en conception, installation et maintenance de réseaux de télécommunication",Cycle ingénieur,80,2023-07-08
707,Mathématiques Appliquées,"Formation en conception, installation et maintenance de réseaux de télécommunication",Doctorat,81,2000-10-01
708,Mécanique,Formation en conception et gestion des systèmes électroniques,License,54,2012-03-26
709,Génie Industriel,Formation sur la gestion des systèmes d'information et leur optimisation,Cycle ingénieur,85,1976-05-29
710,Génie Civil,Formation en conception et gestion de structures civiles,License,26,1975-03-13
711,Mécanique,Formation en développement logiciel et systèmes informatiques,License,89,2020-02-11
712,Architecture,Formation en conception et gestion d'espaces architecturaux et urbains,Cycle ingénieur,50,1986-04-08
713,Génie Civil,Formation en conception et gestion des systèmes électroniques,Master,62,1987-01-02
714,Informatique,Formation en résolution de problèmes complexes à l'aide de techniques mathématiques,Master,72,2003-09-08
715,Électronique,Formation en résolution de problèmes complexes à l'aide de techniques mathématiques,Cycle ingénieur,76,2018-08-08
716,Architecture,Formation en résolution de problèmes complexes à l'aide de techniques mathématiques,License,81,1995-11-23
717,Électronique,Formation en gestion durable des ressources naturelles et en ingénierie environnementale,License,35,1985-12-08
718,Électronique,"Formation en conception, fabrication et maintenance de machines",Cycle ingénieur,26,2011-12-01
719,Électronique,Formation en conception et gestion des systèmes électroniques,Cycle ingénieur,2,2021-01-28
720,Informatique,Formation en conception et gestion de structures civiles,Master,10,2019-05-22
721,Génie Industriel,Formation sur la gestion des systèmes d'information et leur optimisation,Doctorat,36,1984-09-19
722,Électronique,Formation en gestion durable des ressources naturelles et en ingénierie environnementale,License,52,2005-08-14
723,Mécanique,Formation sur la gestion et l'amélioration des processus industriels,License,49,1983-09-28
724,Électronique,Formation en gestion durable des ressources naturelles et en ingénierie environnementale,Cycle ingénieur,12,2021-05-08
725,Informatique,Formation sur la gestion des systèmes d'information et leur optimisation,Master,32,2001-08-06
726,Mathématiques Appliquées,"Formation en conception, installation et maintenance de réseaux de télécommunication",License,77,1979-02-28
727,Génie Civil,Formation en développement logiciel et systèmes informatiques,Cycle ingénieur,14,1977-09-27
728,Électronique,"Formation en conception, installation et maintenance de réseaux de télécommunication",Doctorat,51,2009-04-13
729,Ingénierie des Systèmes,Formation en développement logiciel et systèmes informatiques,Doctorat,24,1999-07-31
730,Ingénierie Environnementale,Formation en conception et gestion d'espaces architecturaux et urbains,Cycle ingénieur,82,2001-03-13
731,Génie Civil,Formation en conception et gestion de structures civiles,License,26,2016-07-08
732,Mathématiques Appliquées,Formation en conception et gestion d'espaces architecturaux et urbains,Cycle ingénieur,46,2022-02-16
733,Ingénierie Environnementale,Formation sur la gestion et l'amélioration des processus industriels,Doctorat,15,1986-05-08
734,Mécanique,"Formation en conception, fabrication et maintenance de machines",Master,20,1987-03-23
735,Électronique,Formation en développement logiciel et systèmes informatiques,License,43,2024-05-31
736,Électronique,Formation en conception et gestion des systèmes électroniques,Cycle ingénieur,99,1998-08-31
737,Télécommunications,Formation en conception et gestion des systèmes électroniques,Master,47,2005-08-09
738,Mathématiques Appliquées,Formation en gestion durable des ressources naturelles et en ingénierie environnementale,Cycle ingénieur,20,2004-09-04
739,Mathématiques Appliquées,"Formation en conception, installation et maintenance de réseaux de télécommunication",License,77,1999-04-04
740,Mathématiques Appliquées,Formation en conception et gestion d'espaces architecturaux et urbains,License,76,1976-09-07
741,Génie Civil,Formation sur la gestion et l'amélioration des processus industriels,Cycle ingénieur,82,1980-03-08
742,Ingénierie Environnementale,"Formation en conception, fabrication et maintenance de machines",License,89,1980-07-31
743,Mathématiques Appliquées,Formation en gestion durable des ressources naturelles et en ingénierie environnementale,Master,68,1978-08-29
744,Télécommunications,Formation en conception et gestion d'espaces architecturaux et urbains,Doctorat,74,1991-05-31
745,Informatique,Formation sur la gestion des systèmes d'information et leur optimisation,Master,84,2022-02-05
746,Télécommunications,Formation sur la gestion et l'amélioration des processus industriels,Master,70,1985-10-14
747,Informatique,Formation sur la gestion des systèmes d'information et leur optimisation,Cycle ingénieur,6,1984-09-10
748,Architecture,Formation en gestion durable des ressources naturelles et en ingénierie environnementale,License,84,2008-12-17
749,Génie Industriel,"Formation en conception, fabrication et maintenance de machines",Cycle ingénieur,31,2024-09-01
750,Architecture,Formation sur la gestion et l'amélioration des processus industriels,License,10,1987-01-19
751,Mathématiques Appliquées,Formation sur la gestion des systèmes d'information et leur optimisation,Cycle ingénieur,16,1990-08-23
752,Électronique,Formation en résolution de problèmes complexes à l'aide de techniques mathématiques,License,1,2016-06-27
753,Ingénierie des Systèmes,Formation sur la gestion des systèmes d'information et leur optimisation,Cycle ingénieur,34,2017-05-22
754,Informatique,Formation en conception et gestion de structures civiles,Cycle ingénieur,38,2010-03-26
755,Génie Industriel,Formation en développement logiciel et systèmes informatiques,Cycle ingénieur,76,2010-10-09
756,Génie Civil,"Formation en conception, installation et maintenance de réseaux de télécommunication",Master,11,1987-06-06
757,Architecture,Formation sur la gestion des systèmes d'information et leur optimisation,Cycle ingénieur,66,1992-04-11
758,Génie Civil,Formation en conception et gestion des systèmes électroniques,License,98,2008-04-20
759,Ingénierie des Systèmes,Formation en conception et gestion d'espaces architecturaux et urbains,Master,63,1998-03-13
760,Électronique,"Formation en conception, installation et maintenance de réseaux de télécommunication",Doctorat,31,2014-10-08
761,Ingénierie Environnementale,Formation en gestion durable des ressources naturelles et en ingénierie environnementale,Doctorat,50,2003-11-23
762,Ingénierie des Systèmes,Formation en conception et gestion des systèmes électroniques,Doctorat,85,2007-02-19
763,Informatique,Formation en développement logiciel et systèmes informatiques,Master,43,1997-10-17
764,Informatique,Formation sur la gestion et l'amélioration des processus industriels,Cycle ingénieur,96,2019-08-29
765,Informatique,"Formation en conception, fabrication et maintenance de machines",Cycle ingénieur,3,1982-11-05
766,Ingénierie des Systèmes,"Formation en conception, fabrication et maintenance de machines",Master,30,2010-08-26
767,Télécommunications,"Formation en conception, fabrication et maintenance de machines",Cycle ingénieur,58,1983-07-21
768,Électronique,Formation en développement logiciel et systèmes informatiques,License,61,1990-05-03
769,Architecture,Formation en résolution de problèmes complexes à l'aide de techniques mathématiques,Doctorat,99,2002-12-14
770,Ingénierie des Systèmes,Formation en développement logiciel et systèmes informatiques,Master,9,1978-10-15
771,Mathématiques Appliquées,Formation en conception et gestion de structures civiles,Doctorat,12,1986-04-14
772,Télécommunications,Formation en résolution de problèmes complexes à l'aide de techniques mathématiques,License,29,1976-07-20
773,Électronique,Formation en conception et gestion d'espaces architecturaux et urbains,Master,85,1980-02-11
774,Ingénierie des Systèmes,Formation sur la gestion et l'amélioration des processus industriels,Cycle ingénieur,34,2014-10-26
775,Architecture,Formation en résolution de problèmes complexes à l'aide de techniques mathématiques,Master,35,2011-01-08
776,Télécommunications,Formation en conception et gestion des systèmes électroniques,Cycle ingénieur,38,2004-01-18
